기준년도,학교,학과,"입학정원
(A)","정원내
신입생 충원율(%)
(D/B) × 100","경쟁률
(C/B)",대학자체대계열
2010,가야대학교,자율전공학부,36,97.2,2.9,인문・사회계열
2010,가야대학교,방사선학과,40,95,9.3,자연과학계열
2010,가야대학교,간호학과,84,98.8,16.7,자연과학계열
2010,가야대학교,작업치료학과,40,102.5,5.6,자연과학계열
2010,가야대학교,언어치료청각학과,45,113.3,3.4,자연과학계열
2010,가야대학교,초등특수교육과,30,116.7,3.4,인문・사회계열
2010,가야대학교,특수체육교육과,30,103.3,2.1,인문・사회계열
2010,가야대학교,유아교육학과,40,110,3.9,인문・사회계열
2010,가야대학교,호텔조리영양학과,50,100,4.1,자연과학계열
2010,가야대학교,보석디자인학과,40,107.5,3.8,자연과학계열
2010,가야대학교,안경광학과,40,102.5,4.1,자연과학계열
2010,가야대학교,항만물류학과,50,104,3.5,인문・사회계열
2010,가야대학교,경찰행정학과,60,105,3.5,인문・사회계열
2010,가야대학교,사회복지학과,60,106.7,3.7,인문・사회계열
2010,가천대학교,법학과,150,100,20.8,인문・사회계열
2010,가천대학교,경제학과,40,100,22.7,인문・사회계열
2010,가천대학교,전자ㆍ정보통신공학부,155,100,16.2,공학계열
2010,가천대학교,회계・세무학과,40,100,25,인문・사회계열
2010,가천대학교,도시계획・조경학부,90,100,17.6,공학계열
2010,가천대학교,아동복지학과,40,100,24.2,인문・사회계열
2010,가천대학교,산업정보시스템공학과,80,100,16.5,공학계열
2010,가천대학교,무역학과,60,100,30.1,인문・사회계열
2010,가천대학교,신문방송학과,40,100,30.4,인문・사회계열
2010,가천대학교,전기・소방공학부,105,101.9,15.5,공학계열
2010,가천대학교,인터랙티브미디어학과,50,100,15.8,공학계열
2010,가천대학교,자유전공학부(인문),112,100.9,21.6,인문・사회계열
2010,가천대학교,컴퓨터공학과,50,104,20.5,공학계열
2010,가천대학교,경영학과,75,100,36.4,인문・사회계열
2010,가천대학교,의료경영학과,40,100,22.8,인문・사회계열
2010,가천대학교,에너지생명공학부,80,100,21.7,공학계열
2010,가천대학교,행정ㆍ도시행정학부,90,100,24.3,인문・사회계열
2010,가천대학교,국어국문학과,40,100,29.4,인문・사회계열
2010,가천대학교,기계・자동차공학과,60,100,23.9,공학계열
2010,가천대학교,소프트웨어설계・경영학과,40,100,15.7,공학계열
2010,가천대학교,관광경영학과,40,100,32.1,인문・사회계열
2010,가천대학교,디자인학부,100,101,8.4,예체능계열
2010,가천대학교,수학정보학과,40,100,15.8,자연과학계열
2010,가천대학교,건축학부,90,101.1,17.6,공학계열
2010,가천대학교,일어일문학과,40,100,27,인문・사회계열
2010,가천대학교,식품영양학과,40,100,29.2,자연과학계열
2010,가천대학교,실내건축학과,60,100,20.7,공학계열
2010,가천대학교,식품생물공학과,40,100,25.6,공학계열
2010,가천대학교,성악과,35,100,3.9,예체능계열
2010,가천대학교,유아교육학과,60,100,25.3,인문・사회계열
2010,가천대학교,작곡과,15,100,3.7,예체능계열
2010,가천대학교,회화과,50,100,6.5,예체능계열
2010,가천대학교,관현악과,45,100,4,예체능계열
2010,가천대학교,중어중문학과,40,100,22.3,인문・사회계열
2010,가천대학교,토목환경공학과,40,100,16.9,공학계열
2010,가천대학교,피아노과,35,100,7.2,예체능계열
2010,가천대학교,건축설비공학과,80,100,15.9,공학계열
2010,가천대학교,영어영문학과,40,100,25.8,인문・사회계열
2010,가천대학교,사회체육학과,40,100,9.6,예체능계열
2010,가천대학교,응용통계학과,40,100,18.8,인문・사회계열
2010,가천대학교,생명과학과,30,100,26.6,자연과학계열
2010,가천대학교,조소과,40,100,10.3,예체능계열
2010,가천대학교,의상학과,60,100,26,인문・사회계열
2010,가천대학교,불어불문학과,40,100,24.1,인문・사회계열
2010,가천대학교,섬유미술과,30,100,7.5,예체능계열
2010,가천대학교,물리학과,40,100,19.3,자연과학계열
2010,가천대학교,한의예과,30,100,9.2,자연과학계열
2010,가천대학교,화학과,40,100,21.2,자연과학계열
2010,가천대학교,바이오나노학부,60,100,5.6,공학계열
2010,가천대학교,독어독문학과,40,100,18.8,인문・사회계열
2010,가천대학교,간호학과,70,100,29.5,자연과학계열
2010,가천대학교,태권도학과,40,100,8.9,예체능계열
2010,가천대학교,보건환경시스템학과,40,100,23.4,공학계열
2010,가천대학교,의공학과,40,100,32.4,공학계열
2010,가천대학교,물리치료학과,40,100,37.6,자연과학계열
2010,가천대학교,방사선학과,40,100,32.8,자연과학계열
2010,가천대학교,생명과학과,40,100,26,자연과학계열
2010,가천대학교,약과학과,30,100,11.3,자연과학계열
2010,가천대학교,치위생학과,40,100,33.4,자연과학계열
2010,가천대학교,체육과학부,70,100,12.5,예체능계열
2010,가천대학교,간호학과,100,100,41.9,자연과학계열
2010,가천대학교,자율전공학과,27,100,22.7,자연과학계열
2010,가천대학교,식품영양학과,40,100,26.3,자연과학계열
2010,가천대학교,응급구조학과,40,100,26,자연과학계열
2010,가천대학교,산업디자인학과,40,100,12,공학계열
2010,가천대학교,정보공학부,100,100,22.7,공학계열
2010,가천대학교,보건행정학과,40,100,40,자연과학계열
2010,가천대학교,경상학부,100,100,21.5,인문・사회계열
2010,가톨릭관동대학교,무역학과,45,100,4.2,인문・사회계열
2010,가톨릭관동대학교,법학과,55,100,3,인문・사회계열
2010,가톨릭관동대학교,미디어문학과,25,100,4.5,인문・사회계열
2010,가톨릭관동대학교,경제금융학과,40,100,4.5,인문・사회계열
2010,가톨릭관동대학교,광고홍보학과,45,100,4.3,인문・사회계열
2010,가톨릭관동대학교,사회복지학과,50,100,5.9,인문・사회계열
2010,가톨릭관동대학교,호텔・관광학부,295,100,3.6,인문・사회계열
2010,가톨릭관동대학교,전자정보통신공학부,100,100,3.6,공학계열
2010,가톨릭관동대학교,경찰행정학과,220,100,4.9,인문・사회계열
2010,가톨릭관동대학교,경영학과,120,100,3.2,인문・사회계열
2010,가톨릭관동대학교,행정학과,100,100,3.8,인문・사회계열
2010,가톨릭관동대학교,컴퓨터학과,60,100,3.4,공학계열
2010,가톨릭관동대학교,중국학과,65,100,2.8,인문・사회계열
2010,가톨릭관동대학교,의료경영학과,50,100,3.9,인문・사회계열
2010,가톨릭관동대학교,사학과,40,100,4.2,인문・사회계열
2010,가톨릭관동대학교,기독교학과,25,100,2.3,인문・사회계열
2010,가톨릭관동대학교,경영정보학과,40,100,4.2,인문・사회계열
2010,가톨릭관동대학교,시각디자인학과,27,100,4.8,예체능계열
2010,가톨릭관동대학교,인테리어디자인학과,40,100,3.9,예체능계열
2010,가톨릭관동대학교,영어교육과,30,100,4.7,인문・사회계열
2010,가톨릭관동대학교,토목공학과,65,100,3.8,공학계열
2010,가톨릭관동대학교,건축학부,85,100,3.9,공학계열
2010,가톨릭관동대학교,국어교육과,40,100,3.9,인문・사회계열
2010,가톨릭관동대학교,음악학부,65,100,2.2,예체능계열
2010,가톨릭관동대학교,일어일문학과,80,100,3.1,인문・사회계열
2010,가톨릭관동대학교,수학교육과,40,100,5.1,자연과학계열
2010,가톨릭관동대학교,컴퓨터교육과,25,100,4.7,자연과학계열
2010,가톨릭관동대학교,체육교육과,40,100,10.7,예체능계열
2010,가톨릭관동대학교,가정교육과,25,100,4,자연과학계열
2010,가톨릭관동대학교,영어영문학과,60,100,3,인문・사회계열
2010,가톨릭관동대학교,지리교육과,40,100,4.9,인문・사회계열
2010,가톨릭관동대학교,보건환경학과,37,100,5.1,공학계열
2010,가톨릭관동대학교,의예과,49,100,17.8,자연과학계열
2010,가톨릭관동대학교,스포츠레저학부,205,100,2.8,예체능계열
2010,가톨릭관동대학교,간호학과,40,100,14.8,자연과학계열
2010,가톨릭관동대학교,의료공학과,50,100,4.2,공학계열
2010,가톨릭꽃동네대학교,간호학과,40,100,8.1,자연과학계열
2010,가톨릭꽃동네대학교,사회복지학부,80,100,4,인문・사회계열
2010,가톨릭대학교,컴퓨터정보공학부,80,100,21.5,공학계열
2010,가톨릭대학교,법학부,50,100,12.5,인문・사회계열
2010,가톨릭대학교,디지털미디어학부,66,100,18.2,공학계열
2010,가톨릭대학교,국제학부,80,100,18,인문・사회계열
2010,가톨릭대학교,정보통신전자공학부,75,97.4,22.2,공학계열
2010,가톨릭대학교,정경학부,80,100,14.4,인문・사회계열
2010,가톨릭대학교,종교학과,25,100,6.8,인문・사회계열
2010,가톨릭대학교,사회과학부,150,100,18.1,인문・사회계열
2010,가톨릭대학교,인문학부,120,100,12.6,인문・사회계열
2010,가톨릭대학교,경영학부,135,99.3,15.6,인문・사회계열
2010,가톨릭대학교,자연과학부,120,96.7,18.2,자연과학계열
2010,가톨릭대학교,생명과학과,40,97.5,19.4,자연과학계열
2010,가톨릭대학교,프랑스어문화학과,25,100,9.8,인문・사회계열
2010,가톨릭대학교,생명환경공학부,100,98,15.2,공학계열
2010,가톨릭대학교,동아시아언어문화학부,100,100,14.8,인문・사회계열
2010,가톨릭대학교,영미언어문화학부,90,100,13.8,인문・사회계열
2010,가톨릭대학교,음악과,52,100,5.1,예체능계열
2010,가톨릭대학교,특수교육과,40,100,8.3,인문・사회계열
2010,가톨릭대학교,생활과학부,160,99.4,15.6,자연과학계열
2010,가톨릭대학교,간호학과,80,100,15.7,자연과학계열
2010,가톨릭대학교,신학과,80,68.8,1.5,인문・사회계열
2010,감리교신학대학교,신학부,200,99,2.1,인문・사회계열
2010,강남대학교,경영학부,100,100,15,인문・사회계열
2010,강남대학교,중국실용지역학과,45,100,8.7,인문・사회계열
2010,강남대학교,전자공학과,40,100,16.9,공학계열
2010,강남대학교,국어국문학과,39,97.4,11.7,인문・사회계열
2010,강남대학교,국제지역학부,53,100,13.2,인문・사회계열
2010,강남대학교,컴퓨터미디어정보공학부,72,98.6,13.5,공학계열
2010,강남대학교,신학과,35,100,5.3,인문・사회계열
2010,강남대학교,행정학과,40,97.5,11.8,인문・사회계열
2010,강남대학교,부동산학과,50,100,11.4,인문・사회계열
2010,강남대학교,철학과,33,100,13.2,인문・사회계열
2010,강남대학교,사회복지학부,82,100,13.3,인문・사회계열
2010,강남대학교,교육학과,40,102.5,10.2,인문・사회계열
2010,강남대학교,세무학과,44,100,15.9,인문・사회계열
2010,강남대학교,산업시스템공학과,34,100,21.9,공학계열
2010,강남대학교,경제학과,40,102.6,13.8,인문・사회계열
2010,강남대학교,유아교육과,50,100,13.9,인문・사회계열
2010,강남대학교,법학과,40,100,10.3,인문・사회계열
2010,강남대학교,실버산업학부,50,100,10.7,인문・사회계열
2010,강남대학교,국제통상학과,60,101.7,11.5,인문・사회계열
2010,강남대학교,자율전공학부,30,100,33.6,인문・사회계열
2010,강남대학교,공과대학자율전공학부,18,100,25,공학계열
2010,강남대학교,문헌정보학과,39,100,13.9,인문・사회계열
2010,강남대학교,사회체육학과,46,100,20.1,예체능계열
2010,강남대학교,응용수학과,29,100,12.4,공학계열
2010,강남대학교,초등특수교육과,20,100,8.4,인문・사회계열
2010,강남대학교,음악학과,35,102.9,6.3,예체능계열
2010,강남대학교,건축공학과,32,100,16.2,공학계열
2010,강남대학교,중국어문화학과,45,100,11,인문・사회계열
2010,강남대학교,영문학과,30,100,11.3,인문・사회계열
2010,강남대학교,독일바이마르학부,18,100,2.8,예체능계열
2010,강남대학교,중등특수교육과,20,100,8.1,인문・사회계열
2010,강남대학교,도시공학과,32,96.9,15,공학계열
2010,강남대학교,회화ㆍ디자인학부,73,100,13.2,예체능계열
2010,강서대학교,음악학부,40,100,3.2,예체능계열
2010,강서대학교,사회복지학부,80,98.8,5.8,인문・사회계열
2010,강서대학교,외국어인문학부,40,100,6.3,인문・사회계열
2010,강서대학교,경영학부,80,96.3,4.2,인문・사회계열
2010,강서대학교,신학부,30,100,3,인문・사회계열
2010,강원대학교,일본학과,30,100,6.9,인문・사회계열
2010,강원대학교,부동산학과,36,100,5.7,인문・사회계열
2010,강원대학교,신소재공학과,39,100,5,공학계열
2010,강원대학교,산림바이오소재공학과,36,100,5.8,자연과학계열
2010,강원대학교,경영학과,119,100,6.9,인문・사회계열
2010,강원대학교,국어국문학과,38,97.4,6.6,인문・사회계열
2010,강원대학교,전자공학전공,48,100,4.7,공학계열
2010,강원대학교,기계의용공학과,51,100,3.9,공학계열
2010,강원대학교,컴퓨터과학전공,40,100,5.3,자연과학계열
2010,강원대학교,심리학과,34,97.1,13.8,인문・사회계열
2010,강원대학교,행정학과,46,100,8.3,인문・사회계열
2010,강원대학교,철학과,30,100,5.1,인문・사회계열
2010,강원대학교,관광경영학과,42,100,8,인문・사회계열
2010,강원대학교,스토리텔링학과,20,100,7.2,인문・사회계열
2010,강원대학교,컴퓨터정보통신공학전공,100,100,5.8,공학계열
2010,강원대학교,사학과,38,100,8.9,인문・사회계열
2010,강원대학교,전기전자공학전공,50,100,5.5,공학계열
2010,강원대학교,회계학과,107,100,6.5,인문・사회계열
2010,강원대학교,산림환경보호학과,27,100,5.8,자연과학계열
2010,강원대학교,바이오산업공학부,53,0,0,자연과학계열
2010,강원대학교,원예학과,33,100,6.6,자연과학계열
2010,강원대학교,정치외교학과,37,100,6.2,인문・사회계열
2010,강원대학교,제지공학과,36,100,6.1,자연과학계열
2010,강원대학교,신문방송학과,36,100,6.6,인문・사회계열
2010,강원대학교,기계메카트로닉스공학과,51,100,5.4,공학계열
2010,강원대학교,사회학과,33,100,6.5,인문・사회계열
2010,강원대학교,화학공학과,43,100,4.2,공학계열
2010,강원대학교,교육학과,15,100,4.6,인문・사회계열
2010,강원대학교,산림경영학과,28,100,5.5,자연과학계열
2010,강원대학교,산업공학과,38,100,3.7,공학계열
2010,강원대학교,경제학과,42,100,7.9,인문・사회계열
2010,강원대학교,국제무역학과,93,100,5.9,인문・사회계열
2010,강원대학교,전자통신공학전공,50,100,5.7,공학계열
2010,강원대학교,음악학과,40,100,3,예체능계열
2010,강원대학교,가정교육과,15,100,5.4,자연과학계열
2010,강원대학교,과학교육학부,40,100,6.4,자연과학계열
2010,강원대학교,영어영문학과,39,100,6.7,인문・사회계열
2010,강원대학교,수학교육과,30,100,5.4,자연과학계열
2010,강원대학교,지리교육과,15,100,8.7,인문・사회계열
2010,강원대학교,미술학과,35,100,5.9,예체능계열
2010,강원대학교,일반사회교육과,15,100,5.1,인문・사회계열
2010,강원대학교,중어중문학과,36,100,6.6,인문・사회계열
2010,강원대학교,국어교육과,30,100,6.4,인문・사회계열
2010,강원대학교,역사교육과,15,100,6.7,인문・사회계열
2010,강원대학교,지역건설공학과,33,100,7.2,자연과학계열
2010,강원대학교,동물식품응용과학과,35,100,4.1,자연과학계열
2010,강원대학교,조경학과,28,100,7.3,자연과학계열
2010,강원대학교,영어교육과,30,100,7.9,인문・사회계열
2010,강원대학교,윤리교육과,15,100,6,인문・사회계열
2010,강원대학교,토목공학과,52,100,4.4,공학계열
2010,강원대학교,독어독문학과,36,100,7.1,인문・사회계열
2010,강원대학교,건축학부,57,100,5.2,공학계열
2010,강원대학교,한문교육과,20,100,4.1,인문・사회계열
2010,강원대학교,디자인학과,40,100,7.9,예체능계열
2010,강원대학교,시스템면역과학전공,25,100,3.3,자연과학계열
2010,강원대학교,수학과,37,100,6,자연과학계열
2010,강원대학교,정보통계학과,37,100,4.1,자연과학계열
2010,강원대학교,불어불문학과,33,100,8.6,인문・사회계열
2010,강원대학교,문화인류학과,34,100,6.3,인문・사회계열
2010,강원대학교,물리학과,37,100,4.1,자연과학계열
2010,강원대학교,무용학과,30,100,2.1,예체능계열
2010,강원대학교,수의예과,40,97.5,5.5,자연과학계열
2010,강원대학교,환경공학과,45,100,5.4,공학계열
2010,강원대학교,간호학과,60,100,7.2,자연과학계열
2010,강원대학교,농업자원경제학과,36,100,8.4,인문・사회계열
2010,강원대학교,의생명공학전공,38,100,5.1,자연과학계열
2010,강원대학교,산림자원학과,27,100,7.3,자연과학계열
2010,강원대학교,바이오자원환경학과,33,100,6.5,자연과학계열
2010,강원대학교,스포츠과학부,47,100,3.4,예체능계열
2010,강원대학교,분자생명과학전공,39,100,4.8,자연과학계열
2010,강원대학교,에너지.자원공학과,38,97.4,3.3,공학계열
2010,강원대학교,영상문화학과,20,100,8.1,인문・사회계열
2010,강원대학교,식물자원응용공학과,32,100,5.3,자연과학계열
2010,강원대학교,환경과학과,38,100,5,자연과학계열
2010,강원대학교,화학과,37,100,5.6,자연과학계열
2010,강원대학교,동물자원과학과,35,100,4.2,자연과학계열
2010,강원대학교,응용생물학과,31,100,5,자연과학계열
2010,강원대학교,생화학과,41,97.6,4.3,자연과학계열
2010,강원대학교,생명건강공학전공,38,100,3.6,자연과학계열
2010,강원대학교,동물생명시스템학과,35,100,3.9,자연과학계열
2010,강원대학교,지구물리학과,28,100,4.7,자연과학계열
2010,강원대학교,동물생명공학과,35,100,4.6,자연과학계열
2010,강원대학교,지질학과,29,100,6.4,자연과학계열
2010,강원대학교,바이오시스템공학과,32,100,5,자연과학계열
2010,강원대학교,생물공학과,33,100,4.2,공학계열
2010,강원대학교,생명과학과,41,100,7.8,자연과학계열
2010,강원대학교,작업치료학과,20,100,5.5,자연과학계열
2010,강원대학교,방송연예학과,40,92.5,2.7,예체능계열
2010,강원대학교,생약자원개발학과,30,96.7,5.2,자연과학계열
2010,강원대학교,간호학과,65,96.9,9.7,자연과학계열
2010,강원대학교,에너지.자원공학과,40,95,3.4,공학계열
2010,강원대학교,레저스포츠학과,51,100,4,예체능계열
2010,강원대학교,치위생학과,40,97.6,9.6,자연과학계열
2010,강원대학교,환경공학과,40,100,3.8,공학계열
2010,강원대학교,방송영상학과,40,95.1,5,자연과학계열
2010,강원대학교,물리치료학과,30,100,11.6,자연과학계열
2010,강원대학교,방사선학과,30,100,9.5,자연과학계열
2010,강원대학교,시각멀티미디어디자인학과,37,100,4.5,예체능계열
2010,강원대학교,응급구조학과,30,100,9,자연과학계열
2010,강원대학교,산업디자인학과,37,100,4.9,예체능계열
2010,강원대학교,실내가구디자인학과,37,100,3.2,예체능계열
2010,강원대학교,문화상품디자인학과,34,100,2.7,예체능계열
2010,강원대학교,영미언어문화학과,42,97.7,3.6,인문・사회계열
2010,강원대학교,건축학과(5),30,96.8,4.9,공학계열
2010,강원대학교,식품영양학과,42,93,6.6,자연과학계열
2010,강원대학교,건축공학과,45,97.8,6.1,공학계열
2010,강원대학교,토목공학과,45,97.8,6.3,공학계열
2010,강원대학교,건설방재공학과,30,100,4,공학계열
2010,강원대학교,일본어학과,33,100,5,인문・사회계열
2010,강원대학교,관광학과,40,100,5.4,인문・사회계열
2010,강원대학교,메카트로닉스공학과,40,100,3.7,공학계열
2010,강원대학교,화학공학과,40,97.6,4.4,공학계열
2010,강원대학교,산업경영공학과,40,97.6,4.2,공학계열
2010,강원대학교,사회복지학과,43,100,9.8,인문・사회계열
2010,강원대학교,지역경제학과,41,100,4.5,인문・사회계열
2010,강원대학교,유아교육과,40,97.6,7.2,인문・사회계열
2010,강원대학교,전자정보통신공학부,83,100,3.5,공학계열
2010,강원대학교,소방방재학부,120,98.3,3.8,공학계열
2010,강원대학교,자동차공학과,45,100,4.9,공학계열
2010,강원대학교,재료금속공학과,40,97.6,2.9,공학계열
2010,강원대학교,전기공학과,45,100,5.5,공학계열
2010,강원대학교,신소재공학과,40,100,3.2,공학계열
2010,강원대학교,제어계측공학과,41,97.6,2,공학계열
2010,강원대학교,안경광학과,30,100,6.7,자연과학계열
2010,강원대학교,행정학과,50,98,8,인문・사회계열
2010,강원대학교,기계공학과,45,95.6,6.5,공학계열
2010,강원대학교,컴퓨터공학과,45,97.8,5.7,공학계열
2010,건국대학교,철학과,32,100,26.5,인문・사회계열
2010,건국대학교,전기공학과,63,100,15.3,공학계열
2010,건국대학교,경영경영정보학부,217,98.6,23.6,인문・사회계열
2010,건국대학교,국어국문학과,50,100,26.5,인문・사회계열
2010,건국대학교,산업섬유공학과군,90,100,13.1,공학계열
2010,건국대학교,전자공학부,90,100,14.8,공학계열
2010,건국대학교,컴퓨터공학부,62,100,13,공학계열
2010,건국대학교,항공우주정보시스템공학과,45,100,14.9,공학계열
2010,건국대학교,사학과,32,100,30.5,인문・사회계열
2010,건국대학교,기계공학부,91,100,19.1,공학계열
2010,건국대학교,인터넷・미디어공학부,63,98.4,11.7,공학계열
2010,건국대학교,상경대학,236,100,23.5,인문・사회계열
2010,건국대학교,교육공학과,27,100,30.7,인문・사회계열
2010,건국대학교,정치대학,153,100,27.8,인문・사회계열
2010,건국대학교,기술경영학과,30,100,18.4,인문・사회계열
2010,건국대학교,동물생명과학부,171,100,11.3,자연과학계열
2010,건국대학교,수학교육과,27,100,20,자연과학계열
2010,건국대학교,건축학부,100,100,14.3,공학계열
2010,건국대학교,중어중문학과,45,97.8,36.1,인문・사회계열
2010,건국대학교,체육교육과,47,100,13.1,예체능계열
2010,건국대학교,영화전공,39,97.4,31.4,예체능계열
2010,건국대학교,영어교육과,15,100,24.5,인문・사회계열
2010,건국대학교,일어교육과,27,100,18.4,인문・사회계열
2010,건국대학교,토목환경공학과군,90,100,13.2,공학계열
2010,건국대학교,음악교육과,27,100,18.3,예체능계열
2010,건국대학교,영어영문학과,75,100,26.7,인문・사회계열
2010,건국대학교,텍스타일디자인전공,24,95.8,11.6,예체능계열
2010,건국대학교,커뮤니케이션디자인전공,46,100,9.5,예체능계열
2010,건국대학교,의상디자인전공,40,100,10.3,예체능계열
2010,건국대학교,산업디자인전공,40,100,10.8,예체능계열
2010,건국대학교,공예전공,30,100,11.2,예체능계열
2010,건국대학교,수학과,35,100,20.7,자연과학계열
2010,건국대학교,커뮤니케이션학과,32,100,35.9,인문・사회계열
2010,건국대학교,특성화학부,60,100,18.5,자연과학계열
2010,건국대학교,응용생명과학부,88,98.9,15.9,자연과학계열
2010,건국대학교,지리학과,33,100,20.2,인문・사회계열
2010,건국대학교,물리학부,65,100,11,자연과학계열
2010,건국대학교,문화콘텐츠학과,32,100,35.9,인문・사회계열
2010,건국대학교,수의예과,69,100,19.4,자연과학계열
2010,건국대학교,자율전공학부,90,100,24.5,인문・사회계열
2010,건국대학교,환경시스템학부,84,100,12.3,자연과학계열
2010,건국대학교,영상전공,37,100,14.7,예체능계열
2010,건국대학교,현대미술전공,39,100,19.1,예체능계열
2010,건국대학교,화학생물공학부,135,100,22.5,공학계열
2010,건국대학교,화학과,35,100,25.8,자연과학계열
2010,건국대학교,생명과학과,42,97.6,24.6,자연과학계열
2010,건국대학교(글로컬),유럽어문학부,90,98.9,7.7,인문・사회계열
2010,건국대학교(글로컬),간호학과,65,100,17.5,자연과학계열
2010,건국대학교(글로컬),의학공학부,84,98.8,6.6,공학계열
2010,건국대학교(글로컬),자율전공학부,65,98.5,5,인문・사회계열
2010,건국대학교(글로컬),생명과학부,100,100,7.5,자연과학계열
2010,건국대학교(글로컬),생명자원환경과학부,182,100,6.1,자연과학계열
2010,건국대학교(글로컬),스포츠과학부(골프지도전공),30,100,3.8,예체능계열
2010,건국대학교(글로컬),스포츠과학부(생활체육학전공),50,100,7.2,예체능계열
2010,건국대학교(글로컬),공예학과(금속공예),20,100,16.7,예체능계열
2010,건국대학교(글로컬),공예학과(도자공예),20,100,14.5,예체능계열
2010,건국대학교(글로컬),산업디자인학부(인더스트리얼전공),30,96.7,13.5,예체능계열
2010,건국대학교(글로컬),생활과학과,35,100,7.5,자연과학계열
2010,건국대학교(글로컬),뷰티사이언스디자인학과,30,100,7.8,예체능계열
2010,건국대학교(글로컬),의상디자인학과,40,100,12,예체능계열
2010,건국대학교(글로컬),실내디자인학과,40,100,14.4,예체능계열
2010,건국대학교(글로컬),아트컨텐츠전공,15,100,10.1,예체능계열
2010,건국대학교(글로컬),산업디자인학부(광고영상디자인전공),30,100,19.5,예체능계열
2010,건국대학교(글로컬),산업디자인학부(시각정보디자인전공),30,100,16.9,예체능계열
2010,건국대학교(글로컬),현대회화전공,15,100,10.3,예체능계열
2010,건국대학교(글로컬),영어영문학부,90,100,8,인문・사회계열
2010,건국대학교(글로컬),경영・통상학부,135,97.1,9.2,인문・사회계열
2010,건국대학교(글로컬),유아교육과,50,100,10.1,인문・사회계열
2010,건국대학교(글로컬),컴퓨터응용과학부,131,99.2,5.6,자연과학계열
2010,건국대학교(글로컬),사회과학부,215,99.5,9.8,인문・사회계열
2010,건국대학교(글로컬),신소재과학부,68,100,12.1,자연과학계열
2010,건국대학교(글로컬),인문학부,100,99,7.9,인문・사회계열
2010,건동대학교,안경광학과,40,48.7,3.2,자연과학계열
2010,건동대학교,신재생에너지공학과,30,75.9,4.8,공학계열
2010,건동대학교,행정학부,40,84.6,4.6,인문・사회계열
2010,건동대학교,가스에너지공학과,30,62.1,3.5,공학계열
2010,건동대학교,사회복지학부,40,30.8,3.3,인문・사회계열
2010,건동대학교,스포츠과학부,130,79.1,1.2,예체능계열
2010,건동대학교,태권도학과,30,86.2,1.2,예체능계열
2010,건양대학교,운동처방학과,50,98,6.2,자연과학계열
2010,건양대학교,의공학과,50,100,4.9,공학계열
2010,건양대학교,심리상담치료학과,50,100,7.2,인문・사회계열
2010,건양대학교,제약공학과,50,100,7.1,공학계열
2010,건양대학교,나노바이오화학과,41,100,4.5,자연과학계열
2010,건양대학교,의료뷰티학과,45,100,6.7,자연과학계열
2010,건양대학교,복지스포츠학과,40,100,3.2,예체능계열
2010,건양대학교,건축학과,45,97.8,4.5,공학계열
2010,건양대학교,초등특수교육과,30,100,7.5,인문・사회계열
2010,건양대학교,영미영어문화학과,45,100,3.8,인문・사회계열
2010,건양대학교,일본언어문화학과,60,100,6.3,인문・사회계열
2010,건양대학교,건설시스템공학과,40,100,4.4,공학계열
2010,건양대학교,중국언어문화학과,55,100,4.6,인문・사회계열
2010,건양대학교,중등특수교육과,20,100,6.4,인문・사회계열
2010,건양대학교,식품생명공학과,40,97.5,5.1,공학계열
2010,건양대학교,인테리어학과,45,100,5.6,공학계열
2010,건양대학교,시각디자인전공,30,100,5.1,인문・사회계열
2010,건양대학교,공연의상학과,30,100,3.9,인문・사회계열
2010,건양대학교,화공생명학과,40,97.6,4.1,공학계열
2010,건양대학교,전자정보공학과,45,100,6.3,공학계열
2010,건양대학교,경찰행정학과,55,100,7.7,인문・사회계열
2010,건양대학교,사회복지학과,55,100,7.6,인문・사회계열
2010,건양대학교,금융ㆍ국제학과,40,100,4.6,인문・사회계열
2010,건양대학교,유아교육과,20,100,10.9,인문・사회계열
2010,건양대학교,예식산업학과,20,100,8.4,인문・사회계열
2010,건양대학교,정보보호학과,40,100,5,공학계열
2010,건양대학교,세무학과,55,100,6,인문・사회계열
2010,건양대학교,관광학과,50,100,7,인문・사회계열
2010,건양대학교,병원관리학과,55,100,11.3,인문・사회계열
2010,건양대학교,아동보육학과,40,100,6.9,인문・사회계열
2010,건양대학교,글로벌경영학부,120,97.3,5.3,인문・사회계열
2010,건양대학교,기계공학과,45,97.8,5.4,공학계열
2010,건양대학교,국방공무원학과,30,100,6.9,인문・사회계열
2010,건양대학교,디지털콘텐츠학과,50,100,4.6,인문・사회계열
2010,건양대학교,컴퓨터학과,50,98,5.7,공학계열
2010,건양대학교,안경광학과,40,100,10.5,자연과학계열
2010,건양대학교,치위생학과,50,100,10.6,자연과학계열
2010,건양대학교,작업치료학과,35,100,9.3,자연과학계열
2010,건양대학교,물리치료학과,20,100,12.1,자연과학계열
2010,건양대학교,간호학과,70,100,16,자연과학계열
2010,건양대학교,의예과,49,100,13.9,자연과학계열
2010,건양대학교,방사선학과,40,100,9.3,자연과학계열
2010,건양대학교,임상병리학과,40,100,8.9,자연과학계열
2010,경기대학교,문헌정보학과,40,100,21.1,인문・사회계열
2010,경기대학교,전자물리학과,42,97.6,15.8,자연과학계열
2010,경기대학교,화학과,42,100,18.7,자연과학계열
2010,경기대학교,응용정보통계학과,68,100,25.8,인문・사회계열
2010,경기대학교,환경조각학과,20,100,3.7,예체능계열
